[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	
ALENEL	V.Dokorou, A.Primikiri, D.Kovala-Demertzi	J.Inorg.Biochem. 	105	195	2011	C33 H29 Cl2 N1 O3 S1 Sn1	(2-((2,3-Dichlorophenyl)amino)benzoato)-(dimethyl sulfoxide)-triphenyl-tin				colorless			P-1	2	9.6873	10.6527	16.6847	81.56	87.114	66.295	1559.376	9.6873	10.6527	16.6847	81.56	87.114	66.295	1559.376	779.688	1	2.0	1.0		plate			4.67	293	1.511	1.51	3		at 293 K		
ALESUI	A.Richter, R.Goddard, T.Schlegel, P.Imming, R.W.Seidel	Acta Crystallogr.,Sect.E:Cryst.Commun. 	77	142	2021	C8 H3 Cl1 F3 N1 O4	2-chloro-3-nitro-5-(trifluoromethyl)benzoic acid				colorless			P-1	2	4.7297	7.8993	13.044	91.57	96.51	104.79	467.35	4.7297	7.8993	13.044	91.57	96.51	104.79	467.35	233.675	1	2.0	1.0		plate			3.0	100	1.916	1.916	3		synchrotron		
ALEZUP	Qing-Qing Wang, Shu-Guang Zhang, Jian Jiao, Peng Dai, Wei-Hua Zhang	Molecules 	26	372	2021	C13 H11 Cl1 F1 N1 O4	6-chloro-8-[(ethoxyimino)methyl]-3-fluoro-7-hydroxy-4-methyl-2H-1-benzopyran-2-one				colorless	tested for antifungal activity		P21/c	14	18.195	10.5938	6.8711	90.0	94.286	90.0	1320.729	6.8711	10.5938	18.195	90.0	94.286	90.0	1320.729	330.18225	1	4.0	1.0		needle			5.92	298	1.507	1.507	3		298.3 K		
ALIPET	Qian Tu, Gui-Fei Huo, Xiao-Li Zhao, Haitao Sun, Xueliang Shi, Hai-Bo Yang	Mater. Chem. Front. 	5	1863	2021	C35 H18 Cl6 N3,C1 H1 Cl3	[3,6-di(pyridin-4-yl)-9H-carbazol-9-yl]bis(2,4,6-trichlorophenyl)methyl radical chloroform solvate				dark blue			P-1	2	11.0419	11.4394	14.7194	81.322	89.175	73.205	1758.726	11.0419	11.4394	14.7194	81.322	89.175	73.205	1758.726	879.363	2	2.0	1.0		block			8.54	293	1.535	1.534	3		293 K		
ALOMIY	A.Del Grosso, P.J.Singleton, C.A.Muryn, M.J.Ingleson	Angew.Chem.,Int.Ed. 	50	2102	2011	C12 H15 B1 Cl4 N1 O2 1+,Al1 Cl4 1-	4,5,6,7-Tetrachloro-N,N,N-triethyl-1,3,2-benzodioxaborol-2-aminium tetrachloro-aluminium				yellow			P21/c	14	8.4606	15.8493	16.3531	90.0	104.174	90.0	2126.104	8.4606	15.8493	16.3531	90.0	104.174	90.0	2126.104	531.526	2	4.0	1.0		needle			3.17	100	1.645	1.645	3				
ALOQEZ	Chao-Guo Yan	CSD Communication(Private Communication) 			2016	C60 H53 Cl2 N3 O6	ethyl 2-((1,1''-dibenzyl-5,5''-dichloro-5'-hydroxy-2'-(4-methylbenzoyl)-5'-(4-methylphenyl)-2,2''-dioxo-1,1'',2,2''-tetrahydrodispiro[indole-3,1'-cyclopentane-3',3''-indol]-4'-yl)amino)-4-phenylbutanoate				colorless	absolute configuration		P212121	19	10.2824	17.3385	28.1456	90.0	90.0	90.0	5017.837	10.2824	17.3385	28.1456	90.0	90.0	90.0	5017.837	1254.45925	1	4.0	1.0		block			4.47	296	1.301	1.301	3		absolute configuration; 296 K		
ALOQOI	Zi-yun Chen, Meng-xia Peng	J.Chem.Cryst. 	41	137	2011	C4 H12 N2 2+,2(C7 H4 Cl1 O2 1-)	Piperazinediium bis(3-chlorobenzoate)				colorless			P21/c	14	13.763	8.1716	8.4131	90.0	104.184	90.0	917.34	8.1716	8.4131	13.763	104.184	90.0	90.0	917.34	458.67	2	2.0	0.5		block			3.82	293	1.446	1.445	3		at 293 K	Study temperature published as 273 K	
ALUVIN	K.A.Rufanov, J.Kipke, J.Sundermeyer	Dalton Trans. 	40	1990	2011	C12 H4 Cl8 Cr1 N2	Dichloro-bis((2,4,6-trichlorophenyl)imino)-chromium(vi)				dark red			C2/c	15	14.2157	8.5808	14.6107	90.0	96.439	90.0	1771.001	8.30235	8.30235	14.6107	84.4905	84.4905	62.2316	885.5	442.75025	1	4.0	0.5		parallelepiped			2.58	198	1.919	1.919	3				
AMAGEA	Gaehang Lee, Youn-Jaung Cho, Bo Keun Park, Kwangyeol Lee, J.T.Park	J.Am.Chem.Soc. 	125	13920	2003	C140 H32 Ir4 N1 O3 P3,C6 H4 Cl2,1.75(C1 S2)	(mu!4$-Methylidynyl)-(mu!4$-eta$2!,eta$2!-C60fullerene)-(mu!2$-dimethylphosphido)-(mu!2$-eta$2!,eta$2!-C60fullerene)-benzylisocyano-tricarbonyl-bis(trimethylphosphino)-tetra-iridium 1,2-dichlorobenzene carbon disulfide solvate							P21/n	14	18.139	24.386	22.478	90.0	110.283	90.0	9326.327	18.139	22.478	24.386	90.0	90.0	110.283	9326.327	2331.58175	3	4.0	1.0					6.46	173	2.078	2.078	3				
AMAQEL	Hong Yan Wang, Pu Su Zhao, Jie Song, Rong Qing Li	J.Chem.Cryst. 	41	379	2011	C28 H20 Cl4 N6 Ni1 S2,2(C2 H3 N1)	bis(1-(2,6-Dichlorobenzylidene)-4-phenylthiosemicarbazide)-nickel(ii) acetonitrile solvate				green			P-1	2	11.071	11.157	15.302	76.214	87.902	79.586	1805.362	11.071	11.157	15.302	76.214	87.902	79.586	1805.362	902.681	2	2.0	1.0		block			4.83	296	1.448	1.448	3		296 K		
AMAQIP	Hong Yan Wang, Pu Su Zhao, Jie Song, Rong Qing Li	J.Chem.Cryst. 	41	379	2011	C56 H44 Cl4 N14 Ni3 S6,2(C2 H3 N1)	bis(mu!2$-1-(Amino-N-phenylmethanethio)-4-phenylthiosemicarbazido)-bis(1-(2,6-dichlorobenzylidene)-4-phenylthiosemicarbazido)-tri-nickel acetonitrile solvate				dark green			Pbcn	60	19.673	16.094	20.465	90.0	90.0	90.0	6479.572	16.094	19.673	20.465	90.0	90.0	90.0	6479.572	1619.893	2	4.0	0.5		block			5.77	296	1.543	1.543	3		at 296 K		
AMASEP	Jie Zhou, Manna Huang, Xinhai Zhu, Yiqian Wan	Chin.Chem.Lett. 	32	445	2021	C23 H16 Cl2 N4 O3	ethyl N'-{5-(2-chlorophenyl)-3-[2-(2-chlorophenyl)-1-cyano-2-hydroxyethenyl]-4-cyanofuran-2-yl}carbamimidate				yellow			P21/c	14	7.63	17.3206	16.2908	90.0	92.55	90.0	2150.798	7.63	16.2908	17.3206	90.0	90.0	92.55	2150.798	537.6995	1	4.0	1.0	chloroform / hexane	prism			5.18	293	1.443	1.443	3		293 K		
AMEVAP	P.Prabakaran, B.Umadevi, P.Panneerselvam, P.T.Muthiah, G.Bocelli, L.Righi	CrystEngComm 	5	487	2003	C15 H14 Cl1 N3 O4 S3	6-Chloro-3-(((phenylmethyl)thio)methyl)-4H-1,2,4-benzthothiadiazine-7-sulfonamide-1,1-dioxide	Benzthiazide; Aquatag; Dihydrex; Diucen; Edemax; Exna; Foven; DrugBank: DB00562			pale yellow	Diuretic used in the treatment of high blood pressure and edema		P21/a	14	10.726	9.0275	18.333	90.0	97.24	90.0	1761.012	9.0275	10.726	18.333	97.24	90.0	90.0	1761.012	440.253	1	4.0	1.0	methanol	block			5.89	293	1.629	1.629	3		at 293 K		
AMIGAG	Y.Zhang, J.Li, G.Ren, B.Qin, H.Ma	Acta Crystallogr.,Sect.C:Cryst.Struct.Chem. 	72	485	2016	C60 H72 Cl6 Co1 N12 O4	Dichloro-tetrakis(1-(4-chlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-ol)-cobalt(ii)				red			P-1	2	8.909	13.332	14.92	93.598	99.037	104.678	1683.225	8.909	13.332	14.92	93.598	99.037	104.678	1683.225	1683.225	1	1.0	0.5		block			5.79	293	1.279	1.279	3		293 K		
ANEZAX	S.Muthusamy, M.Malarvizhi, E.Suresh	Asian J.Org.Chem 	10	170	2021	C28 H18 Cl3 N1 Se1	2,4,4-tris(4-chlorophenyl)-6-phenyl-4H-1,3-selenazine				colorless			P-1	2	10.1943	11.6661	11.8531	101.613	105.468	112.84	1176.037	10.1943	11.6661	11.8531	101.613	105.468	112.84	1176.037	588.0185	1	2.0	1.0		PLATES			4.31	101	1.564	1.564	3				
ANLPCP	I.van Bellingen, G.Germain, P.Piret, M.van Meerssche	Acta Crystallogr.,Sect.B:Struct.Crystallogr.Cryst.Chem. 	27	560	1971	C6 H7 N1,C6 H1 Cl5 O1	Aniline-pentachlorophenol complex							P21/c	14	4.44	16.765	19.204	90.0	96.9	90.0	1419.127	4.44	16.765	19.18385	90.0	96.3834	90.0	1419.127	354.78175	2	4.0	1.0					8.5	295	1.682	1.681	1				
ANULED	D.Kuriakose, M.R.Prathapachandra Kurup	Transition Met.Chem. 	46	241	2021	C21 H17 Cl2 Mo1 N3 O5	[N-[1-(3,5-dichloro-2-oxidophenyl)ethylidene]-3-methoxybenzene-1-carbohydrazonato]-dioxo-pyridine-molybdenum(vi)				orange			P21/c	14	12.8549	11.7903	16.1183	90.0	112.774	90.0	2252.486	11.7903	12.8549	16.1183	112.774	90.0	90.0	2252.486	563.1215	1	4.0	1.0		block			3.26	296	1.646	1.646	3		296 K		
APAQOZ	Xiao-Long Yu	CSD Communication(Private Communication) 			2016	C21 H15 Cl1 N2	6-chloro-3,4-diphenylisoquinolin-1-amine				yellow			P-1	2	9.4719	9.843	10.992	70.69	67.52	62.75	826.599	9.4719	9.843	10.992	70.69	67.52	62.75	826.599	413.2995	1	2.0	1.0		column			3.37	173	1.329	1.329	3				
APAXEX	K.H.Asressu, Chieh-Kai Chan, Cheng-Chung Wang	ACS Omega 	6	7296	2021	C24 H18 Cl2 F2 O3	1,5-bis(3-chloro-2-fluorophenyl)-3-(4-methoxyphenyl)pentane-1,5-dione				colorless			P-1	2	8.9911	10.895	11.8009	88.972	73.565	66.124	1007.711	8.9911	10.895	11.8009	88.972	73.565	66.124	1007.711	503.8555	1	2.0	1.0		prism			3.3	100	1.527	1.527	3				
APEGUZ	A.S.Trita, T.Roisnel, Florence Mongin, F.Chevallier	Org.Lett. 	15	3798	2013	2(C14 H10 N2 S1),3(C6 H4 Cl2 O2)	bis(2,2'-thiene-2,5-diyldipyridine) tris(4,6-dichlorobenzene-1,3-diol)				colorless			P-1	2	14.115	14.187	14.479	119.153	92.756	113.314	2218.013	14.115	14.187	14.479	119.153	92.756	113.314	2218.013	1109.0065	2	2.0	1.0		block			3.42	150	1.518	1.518	3				
APEJOX	K.Stryjska, I.Korona-Glowniak, Lilianna Checinska, J.Kusz, J.Ochocki	Int.J.Mol.Sci. 	22	1510	2021	C36 H28 Ag1 Cl8 N4 O2 1+,F6 Sb1 1-	bis(1-{2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl}-1H-imidazole)-silver hexafluoroantimonate							P-1	2	8.3845	8.8813	14.9005	91.261	93.497	110.57	1035.772	8.3845	8.8813	14.9005	91.261	93.497	110.57	1035.772	1035.772	2	1.0	0.5		needle			4.04	293	1.885	1.885	3		293 K		
APIVIF	V.A.Mamedov, A.M.Murtazina, A.T.Gubaidullin, E.A.Khafizova, I.Kh.Rizvanov, I.A.Litvinov	Izv.Akad.Nauk SSSR,Ser.Khim.(Russ.)(Russ.Chem.Bull.) 		1602	2010	C16 H11 Cl1 N4,2(C2 H4 O2)	2-(5-(4-Chlorophenyl)-1H-pyrazol-3-yl)-1H-benzimidazole acetic acid solvate			343-345 deg.C	pink			P21/n	14	7.201	18.339	15.269	90.0	92.638	90.0	2014.274	7.201	15.269	18.339	90.0	90.0	92.638	2014.274	503.5685	2	4.0	1.0		needle			7.11	295	1.368	1.368	3		at 295 K		
AQANAH	C.K.-F.Shen, H.M.Duong, G.Sonmez, F.Wudl	J.Am.Chem.Soc. 	125	16206	2003	C12 H4 Cl4 O2 S4,C2 H3 N1	5',6',7',8'-Tetrachlorodispiro(1,3-dithiole-2,2'-(1,4)benzodioxine-3',2''-(1,3)dithiole) acetonitrile solvate				colorless			P-1	2	11.515	12.746	13.022	79.635	76.811	89.147	1829.779	11.515	12.746	13.022	79.635	76.811	89.147	1829.779	457.44475	2	4.0	2.0		irregular			2.25	100	1.783	1.783	3				
AQANUC	Ping Zhang, Xiongwei Dong, Huoqing Wang, Yuguang Li	Z.Kristallogr.-New Cryst.Struct. 	226	19	2011	C20 H20 Cl4 N2 O2 Zn1	bis(3,5-Dichloro-N-n-propylsalicylaldiminato-N,O)-zinc(ii)				yellow			C2/c	15	24.2039	4.7284	21.3837	90.0	114.845	90.0	2220.772	4.7284	12.33072	19.79507	79.7785	83.1406	78.9461	1110.386	555.193	1	4.0	0.5		needle			3.11	291	1.578	1.578	3		at 291 K		
AQAQOZ	Ping Wang, Qi-Lin Li, Qiong Ruan, Yong-Qing Su	Z.Kristallogr.-New Cryst.Struct. 	226	35	2011	C13 H10 Cl2 N2 O1	2,4-Dichloro-6-[(6-methylpyridin-2-ylimino)methyl]phenol				yellow			P2/c	13	14.603	4.323	20.445	90.0	102.234	90.0	1261.357	4.323	14.603	20.445	102.234	90.0	90.0	1261.357	315.33925	1	4.0	1.0		block			4.15	298	1.48	1.48	3		at 298 K		
AQEMIT	Jun Xu, You-Qin Shu, Ping Hu	Z.Kristallogr.-New Cryst.Struct. 	226	63	2011	C13 H9 Cl2 N3 O2	N'-(3,5-Dichloro-2-hydroxybenzylidene)isonicotinohydrazide				brown			P21/c	14	8.0607	10.7551	15.6323	90.0	90.894	90.0	1355.056	8.0607	10.7551	15.6323	90.0	90.894	90.0	1355.056	338.764	1	4.0	1.0	ethanol	block			3.4	296	1.52	1.52	3		at 296 K		
AQEMIT02	S.Mittapalli, D.S.Perumalla, J.B.Nanubolu, A.Nangia	IUCrJ 	4	812	2017	C13 H9 Cl2 N3 O2	(E)-N'-((3,5-dichloro-2-hydroxyphenyl)methylidene)pyridine-4-carbohydrazide	(E)-N'-(3,5-dichloro-2-hydroxybenzylidene)isonicotinohydrazide		523.1 K	colorless			Pca21	29	15.441	8.3179	10.6014	90.0	90.0	90.0	1361.609	8.3179	10.6014	15.441	90.0	90.0	90.0	1361.609	340.40225	1	4.0	1.0		block	 II		2.45	298	1.513	1.513	3		298 K		
AQEMIT03	S.Mittapalli, D.S.Perumalla, J.B.Nanubolu, A.Nangia	IUCrJ 	4	812	2017	C13 H9 Cl2 N3 O2	(E)-N'-((3,5-dichloro-2-hydroxyphenyl)methylidene)pyridine-4-carbohydrazide	(E)-N'-(3,5-dichloro-2-hydroxybenzylidene)isonicotinohydrazide		523.7 K	colorless			P21/c	14	8.6916	10.2641	15.4965	90.0	90.186	90.0	1382.458	8.6916	10.2641	15.4965	90.0	90.186	90.0	1382.458	345.6145	1	4.0	1.0		block	 III		8.11	338	1.49	1.49	3				
AQIGOZ	Tianyu Jiao, Hang Qu, Lu Tong, Xiaoyu Cao, Hao Li	Angew.Chem.,Int.Ed. 	60	9852	2021	C40 H15 Cl12 O3,0.5(C6 Cl4 O2),2(C1 H2 Cl2)	tris(4-(4-formylphenyl)-2,3,5,6-tetrachlorophenyl)methyl radical hemikis(2,3,5,6-tetrachlorocyclohexa-2,5-diene-1,4-dione) dichloromethane solvate				red			P-1	2	9.6977	13.55	19.385	91.073	93.905	103.45	2470.08	9.6977	13.55	19.385	91.073	93.905	103.45	2470.08	1235.04	3	2.0	1.0		needle			6.31	170	1.696	1.696	3				
AQIXEG	M.Bolte	CSD Communication(Private Communication) 			2021	C7 H5 Cl2 N1 O1	2,4-dichlorobenzamide				colorless			P21/n	14	5.0564	10.043	15.6568	90.0	91.766	90.0	794.697	5.0564	10.043	15.6568	90.0	91.766	90.0	794.697	198.67425	1	4.0	1.0		block			3.14	173	1.588	1.588	3				
AQIYAC	Imran Khan, M.A.Tantray, H.Hamid, M.S.Alam, A.Kalam, F.Hussain, A.Dhulap	Bioorg.Chem. 	68	41	2016	C20 H16 Cl1 N5 O1 S1	2-(((1-(2-chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)sulfanyl)-3-methyl-6-phenylpyrimidin-4(3H)-one			167-169 deg.C	yellow			P-1	2	8.5947	10.913	11.6792	110.057	110.631	94.549	937.72	8.5947	10.913	11.6792	110.057	110.631	94.549	937.72	468.86	1	2.0	1.0		block			4.3	298	1.452	1.452	3		298 K		
AQUVEP02	D.Tofan, F.P.Gabbai	Chemical Science 	7	6768	2016	C36 H14 Cl4 F10 O2 P1 Sb1	(3,4,5,6-tetrachlorobenzene-1,2-diolato)-bis(pentafluorophenyl)-(2-(diphenylphosphino)phenyl)-antimony				orange			P-1	2	10.129	13.412	14.339	99.327	96.206	110.765	1768.169	10.129	13.412	14.339	99.327	96.206	110.765	1768.169	884.0845	1	2.0	1.0		block			3.32	150	1.809	1.809	3				
ARASIX	Y.Koysal, H.Bulbul, S.Gumus, E.Agar, M.S.Soylu	Acta Crystallogr.,Sect.E:Cryst.Commun. 	72	1187	2016	C11 H6 Cl2 N2 O2 S1	N-(2,4-dichlorophenyl)-1-(5-nitro-2-thienyl)methanimine				red			P21/c	14	7.5731	22.1795	8.3093	90.0	117.967	90.0	1232.701	7.5731	8.20825	22.1795	90.0	90.0	116.608	1232.702	308.17525	1	4.0	1.0		block			6.32	293	1.623	1.623	3		293 K		
ARAYUN	G.Giorgi, L.R.Lampariello, G.Minetto, M.L.Paoli, V.Riello, M.Rodriquez, A.Sega	Eur.J.Org.Chem. 	2003	4777	2003	C13 H9 Cl2 N1 O5 S1	(3aRS,6aSR)-3-(2,6-Dichlorophenyl)-4-oxo-4,6a-dihydro-3aH-cyclopenta(d)isoxazol-6-yl methylsulfonate			162-163deg.C	white			P21/c	14	7.841	16.199	11.871	90.0	105.68	90.0	1451.7	7.841	11.871	16.199	90.0	90.0	105.68	1451.7	362.925	1	4.0	1.0	ethyl acetate	prism			3.59	293	1.657	1.657	3		at 293 K		
AREJUE	A.F.Mabied, A.S.Girgis, E.-S.M.Shalaby, R.F.George, B.E.-D.M.El-Gendy, F.N.Baselious	J.Heterocycl.Chem. 	53	1074	2016	C28 H23 Cl4 N3	7-(2,4-dichlorobenzylidene)-3-(2,4-dichlorophenyl)-11-methyl-4-phenyl-4,5,11-triazatricyclo[6.2.1.0$2,6!]undec-5-ene				pale yellow			P-1	2	10.198	10.9705	11.4853	87.545	78.794	84.93	1255.08	10.198	10.9705	11.4853	87.545	78.794	84.93	1255.08	627.54	1	2.0	1.0		Prismatic			6.53	298	1.438	1.438	3		298 K		
ARISEB	Pengfei Gao, Zhiwen Zhao, Lijuan Chen, Dan Yuan, Yingming Yao	Organometallics 	35	1707	2016	C32 H24 Al2 Cl8 N2 O6,2(C4 H8 O1)	bis(mu-2,2'-(((2-oxidoethyl)azanediyl)bis(methylene))bis(4,6-dichlorophenolato))-di-aluminium tetrahydrofuran solvate				colorless			P-1	2	9.9177	10.0942	11.7946	81.813	83.686	77.774	1138.336	9.9177	10.0942	11.7946	81.813	83.686	77.774	1138.336	1138.336	2	1.0	0.5		block			5.99	223	1.48	1.48	3				
AROFOE	Weizhen Zhao, Qing Yan, Ken Tsutsumi, K.Nomura	Organometallics 	35	1895	2016	C11 H8 Cl4 O1 Ti1	dichloro-(2,6-dichlorophenolato)-cyclopentadienyl-titanium				colorless			P21/c	14	14.46	7.286	13.2538	90.0	106.504	90.0	1338.831	7.286	13.2538	14.46	106.504	90.0	90.0	1338.831	334.70775	1	4.0	1.0		prism			2.3	273	1.716	1.716	3				
AROGIZ	Weizhen Zhao, Qing Yan, Ken Tsutsumi, K.Nomura	Organometallics 	35	1895	2016	C15 H9 Cl5 O1 Ti1	dichloro-indenyl-(2,4,6-trichlorophenolato)-titanium				colorless			P21/c	14	14.302	7.178	16.465	90.0	106.473	90.0	1620.912	7.178	14.302	16.465	106.473	90.0	90.0	1620.912	405.228	1	4.0	1.0		prism			4.35	273	1.764	1.764	3				
AROGOF	Weizhen Zhao, Qing Yan, Ken Tsutsumi, K.Nomura	Organometallics 	35	1895	2016	C15 H7 Cl7 O1 Ti1	dichloro-indenyl-(pentachlorophenolato)-titanium				red			P21/m	11	6.37	13.996	10.509	90.0	101.353	90.0	918.592	6.37	10.509	13.996	90.0	90.0	101.353	918.592	459.296	1	2.0	0.5		block			4.14	273	1.805	1.805	3				
AROKEY	D.A.Boyd, R.J.Crutchley, P.E.Fanwick, Tong Ren	Inorg.Chem. 	49	1322	2010	C50 H30 Cl13 Fe1 N6 O2 Ru2,2(C1 H2 Cl2)	tris(mu!2$-N,N'-di(3,5-dichlorophenyl)formamidinato)-(mu!2$-ferrocenyl-1-carboxylato)-chloro-di-ruthenium dichloromethane solvate				red			P-1	2	11.0193	13.2813	23.3502	92.435	101.542	114.358	3020.112	11.0193	13.2813	23.3502	92.435	101.542	114.358	3020.112	1510.056	2	2.0	1.0		plate			6.3	150	1.799	1.798	3				
AROKIC	D.A.Boyd, R.J.Crutchley, P.E.Fanwick, Tong Ren	Inorg.Chem. 	49	1322	2010	C49 H36 Cl9 Fe2 N4 O5 Ru2,C1 H4 O1	bis(mu!2$-N,N'-di(3,5-dichlorophenyl)formamidinato)-bis(mu!2$-ferrocenyl-1-carboxylato)-chloro-methanol-di-ruthenium methanol solvate				violet			P21/c	14	11.8533	20.6367	21.9307	90.0	90.151	90.0	5364.516	11.8533	20.6367	21.9307	90.0	90.151	90.0	5364.516	1341.129	2	4.0	1.0		chunk			5.1	150	1.765	1.765	3				
AROSEH	Ye Wang, Pan-Pan Shen, Ning Ren, Jian-Jun Zhang, Li-Na Geng, Shu-Ping Wang, Shi-Kao Shi	RSC Advances 	6	70770	2016	C70 H54 Cl12 Eu2 N4 O14	tetrakis(mu-2,4-dichlorobenzoato)-bis(2,4-dichlorobenzoato)-bis(5,5'-dimethyl-2,2'-bipyridine)-bis(ethanol)-di-europium				colorless			P-1	2	10.1249	13.1148	15.5331	79.359	72.276	79.733	1914.419	10.1249	13.1148	15.5331	79.359	72.276	79.733	1914.419	1914.419	1	1.0	0.5		Needle-like			6.76	298	1.652	1.652	3		298 K		
AROSIL	Ye Wang, Pan-Pan Shen, Ning Ren, Jian-Jun Zhang, Li-Na Geng, Shu-Ping Wang, Shi-Kao Shi	RSC Advances 	6	70770	2016	C70 H54 Cl12 N4 O14 Tb2	tetrakis(mu-2,4-dichlorobenzoato)-bis(2,4-dichlorobenzoato)-bis(5,5'-dimethyl-2,2'-bipyridine)-bis(ethanol)-di-terbium				colorless			P-1	2	10.1571	13.073	15.5692	79.315	72.115	79.624	1916.479	10.1571	13.073	15.5692	79.315	72.115	79.624	1916.479	1916.479	1	1.0	0.5		Needle-like			5.2	298	1.662	1.662	3		298 K		
ARUXAO	M.Yoshida, Shoko Ohno, S.Eguchi, T.Mizuguchi, K.Matsumoto, K.Namba	Tetrahedron 	72	5633	2016	C21 H16 Cl2 O2	3-(4-chlorobenzylidene)-2-(4-chlorophenyl)-3,5,6,7-tetrahydro-1-benzofuran-4(2H)-one				colorless			P21/c	14	12.0101	9.0739	17.4689	90.0	110.131	90.0	1787.431	9.0739	12.0101	17.46396	110.0868	90.0	90.0	1787.43	446.85775	1	4.0	1.0		block			6.5	173	1.38	1.38	3				
ASICOW	K.P.Carter, K.E.Thomas, S.J.A.Pope, R.J.Holmberg, R.J.Butcher, M.Murugesu, C.L.Cahill	Inorg.Chem. 	55	6902	2016	C72 H40 Cl12 La2 N6 O12	bis(mu-3,5-dichlorobenzoato)-tetrakis(3,5-dichlorobenzoato)-bis(2,2':6',2''-terpyridine)-di-lanthanum(iii)				colorless			P-1	2	12.317	12.3233	14.1422	67.844	73.242	67.03	1805.196	12.317	12.3233	14.1422	67.844	73.242	67.03	1805.196	1805.196	1	1.0	0.5		Plate			3.32	100	1.733	1.733	3				
ASICUC	K.P.Carter, K.E.Thomas, S.J.A.Pope, R.J.Holmberg, R.J.Butcher, M.Murugesu, C.L.Cahill	Inorg.Chem. 	55	6902	2016	C72 H44 Cl12 La2 N6 O14	bis(mu-3,5-dichlorobenzoato)-diaqua-tetrakis(3,5-dichlorobenzoato)-bis(2,2':6',2''-terpyridine)-di-lanthanum(iii)				colorless			P-1	2	10.5927	13.198	15.48	67.675	88.912	69.615	1860.457	10.5927	13.198	15.48	67.675	88.912	69.615	1860.457	1860.457	1	1.0	0.5		Plate			2.86	100	1.714	1.714	3				
ASIDAJ	K.P.Carter, K.E.Thomas, S.J.A.Pope, R.J.Holmberg, R.J.Butcher, M.Murugesu, C.L.Cahill	Inorg.Chem. 	55	6902	2016	C72 H44 Ce2 Cl12 N6 O14	bis(mu-3,5-dichlorobenzoato)-diaqua-tetrakis(3,5-dichlorobenzoato)-bis(2,2':6',2''-terpyridine)-di-cerium(iii)				colorless			P-1	2	10.601	13.2245	15.4213	67.719	88.784	69.386	1856.651	10.601	13.2245	15.4213	67.719	88.784	69.386	1856.651	1856.651	1	1.0	0.5		Plate			2.96	100	1.72	1.72	3				
ASIDOX	K.P.Carter, K.E.Thomas, S.J.A.Pope, R.J.Holmberg, R.J.Butcher, M.Murugesu, C.L.Cahill	Inorg.Chem. 	55	6902	2016	C114 H58 Cl24 N6 O24 Sm4	decakis(mu-3,5-dichlorobenzoato)-bis(3,5-dichlorobenzoato)-bis(2,2':6',2''-terpyridine)-tetra-samarium(iii)				colorless			P-1	2	12.7959	16.2074	16.6533	74.992	68.87	79.511	3096.487	12.7959	16.2074	16.6533	74.992	68.87	79.511	3096.487	3096.487	1	1.0	0.5		Plate			3.1	100	1.795	1.795	3				
ASIDUD	K.P.Carter, K.E.Thomas, S.J.A.Pope, R.J.Holmberg, R.J.Butcher, M.Murugesu, C.L.Cahill	Inorg.Chem. 	55	6902	2016	C114 H58 Cl24 Eu4 N6 O24	decakis(mu-3,5-dichlorobenzoato)-aqua-bis(3,5-dichlorobenzoato)-bis(2,2':6',2''-terpyridine)-tetra-europium(iii)				colorless			P-1	2	12.7973	16.2106	16.6378	74.907	68.772	79.499	3091.486	12.7973	16.2106	16.6378	74.907	68.772	79.499	3091.486	3091.486	1	1.0	0.5		Plate			3.06	100	1.802	1.802	3				
ASIFAL	K.P.Carter, K.E.Thomas, S.J.A.Pope, R.J.Holmberg, R.J.Butcher, M.Murugesu, C.L.Cahill	Inorg.Chem. 	55	6902	2016	C114 H58 Cl24 Gd4 N6 O24	decakis(mu-3,5-dichlorobenzoato)-aqua-bis(3,5-dichlorobenzoato)-bis(2,2':6',2''-terpyridine)-tetra-gadolinium(iii)				colorless			P-1	2	12.762	16.214	16.564	74.969	68.961	79.614	3075.053	12.762	16.214	16.564	74.969	68.961	79.614	3075.053	3075.053	1	1.0	0.5		Plate			3.88	100	1.823	1.823	3				
