[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	[PREF]	[BATC]	[ADAT]	[MDAT]	[NBSI]	[CDRE]	[MSDB]	[NBIT]	[MATF]	[CATF]	[CCOM]	[_ccdc_NOTES]	[_ccdc_RMARKS]	[_ccdc_QUAL]	[_ccdc_PROPS]	
AKAXIV	J.H.Barnard, S.Yruegas, S.A.Couchman, D.J.D.Wilson, J.L.Dutton, C.D.Martin	Organometallics 	35	929	2016	C51 H44 B1 P1,0.5(C6 H14)	6-(Biphenyl-4-yl)-2,3,4,7-tetraphenyl-5-(tricyclo[3.3.1.1$3,7!]decan-1-yl)-1-phospha-6-boratricyclo[3.2.0.0$2,7!]hept-3-ene hexane solvate				colorless			P-1	2	11.3812	12.7207	15.9938	95.795	107.259	107.969	2055.642	11.3812	12.7207	15.9938	95.795	107.259	107.969	2055.642	1027.821	2	2.0	1.0		prism			4.14	150	1.198	1.198	3				AKAXIV	0	20160413	20160426	0	0	0	168	3	3			"CCDC: CCDC 1473923 "DOI: 10.1021/acs.organomet.6b00123	"TEMP: 150 K	"COLOR: colorless "HABIT: prism	
AKEXOF	K.M.Krebs, J.-J.Maudrich, L.Wesemann	Dalton Trans. 	45	8081	2016	C54 H63 Cl2 P1 Sn1,C6 H14	(2-(Dichloro(2,2'',4,4'',6,6''-hexaisopropyl-1,1':3',1''-terphenyl-2'-yl)stannyl)phenyl)(diphenyl)phosphine n-hexane solvate	Dichloro-(2-(diphenylphosphino)phenyl)-(2,2'',4,4'',6,6''-hexaisopropyl-1,1':3',1''-terphenyl-2'-yl)-tin n-hexane solvate			yellow			Pbca	61	14.7617	24.9093	29.069	90.0	90.0	90.0	10688.776	14.7617	24.9093	29.069	90.0	90.0	90.0	10688.776	1336.097	2	8.0	1.0		block			3.6	100	1.266	1.264	3				AKEXOF	0	20160414	20160510	0	0	0	109	3	3			"CCDC: CCDC 1457391 "DOI: 10.1039/C6DT00916F	"TEMP: 100 K	"COLOR: yellow "HABIT: block	
AKIKAH	N.Takeda, D.Watanabe, T.Nakamura, M.Unno	Organometallics 	29	2839	2010	C33 H46 Cl1 Ir1 S3 Si1,C6 H14	Chloro-hydrido-(tris(2-(t-butylthio)methylphenyl)silyl)-iridium hexane solvate			151deg.C(dec)	colorless			P21/n	14	12.7969	13.4802	23.1504	90.0	102.5766	90.0	3897.732	12.7969	13.4802	23.1504	90.0	102.5766	90.0	3897.732	974.433	2	4.0	1.0	ethyl acetate/n-hexane	prism			4.68	123	1.501	1.501	3				Z2000102	934	20110525	20110525	0	0	0	123	3	3			"CCDC: CCDC 778626 "DOI: 10.1021/om100255p	"TEMP: at 123 K	"MP: 151deg.C(dec) "COLOR: colorless "HABIT: prism "SOURCE-CHEM: ethyl acetate/n-hexane	
AKIQAP	Haihan Yan, Botao Wu, Yin-Shan Meng, Wen-Xiong Zhang, Zhenfeng Xi	Inorg.Chem. 	60	1315	2021	C46 H66 Dy1 N5 Si2,C6 H14	bis(N$1!,N$2!-bis(2,4,6-trimethylphenyl)ethane-1,2-diimine radical)-(bis(trimethylsilyl)amido)-dysprosium hexane solvate				dark red	Magnetic properties	Air-sensitive,Moisture-sensitive,Oxygen-sensitive	P21/n	14	9.0643	23.4173	24.9873	90.0	99.543	90.0	5230.443	9.0643	23.4173	24.9873	90.0	99.543	90.0	5230.443	1307.61075	2	4.0	1.0		block			2.45	180	1.262	1.262	3				AKIQAP	0	20210115	20210215	0	0	0	129	3	3			"CCDC: CCDC 2046358 "DOI: 10.1021/acs.inorgchem.0c03534	"TEMP: 180.0 K "OTHER-EXP: Magnetic properties	"COLOR: dark red "HABIT: block "SENS: Air-sensitive,Moisture-sensitive,Oxygen-sensitive	
AKIQET	Haihan Yan, Botao Wu, Yin-Shan Meng, Wen-Xiong Zhang, Zhenfeng Xi	Inorg.Chem. 	60	1315	2021	C46 H66 Lu1 N5 Si2,C6 H14	bis(N$1!,N$2!-bis(2,4,6-trimethylphenyl)ethane-1,2-diimine radical)-(bis(trimethylsilyl)amido)-lutetium hexane solvate				metallic dark black	Magnetic properties	Air-sensitive,Moisture-sensitive,Oxygen-sensitive	P21/n	14	9.0662	23.2617	24.9796	90.0	99.419	90.0	5197.054	9.0662	23.2617	24.9796	90.0	99.419	90.0	5197.054	1299.2635	2	4.0	1.0		plate			1.97	180	1.286	1.286	3				AKIQET	0	20210115	20210215	0	0	0	129	3	3			"CCDC: CCDC 2046359 "DOI: 10.1021/acs.inorgchem.0c03534	"TEMP: 180.0 K "OTHER-EXP: Magnetic properties	"COLOR: metallic dark black "HABIT: plate "SENS: Air-sensitive,Moisture-sensitive,Oxygen-sensitive	
AKIYEB	D.K.Modder, C.T.Palumbo, I.Douair, F.Fadaei-Tirani, L.Maron, M.Mazzanti	Angew.Chem.,Int.Ed. 	60	3737	2020	C46 H116 N8 Si12 U2,C6 H14	(mu-4,4'-bipyridinyl)-hexakis(bis(trimethylsilyl)amido)-di-uranium(iv) hexane solvate				dark brown			P21/n	14	12.0574	16.341	20.9297	90.0	106.076	90.0	3962.519	12.0574	16.341	20.9297	90.0	106.076	90.0	3962.519	1981.2595	2	2.0	0.5		prism			2.87	140	1.409	1.409	3				AKIYEB	0	20210115	20210215	0	0	0	124	3	3			"CCDC: CCDC 2021933 "DOI: 10.1002/anie.202013473	"TEMP: 140.0 K	"COLOR: dark brown "HABIT: prism	
AKIYOL	D.K.Modder, C.T.Palumbo, I.Douair, F.Fadaei-Tirani, L.Maron, M.Mazzanti	Angew.Chem.,Int.Ed. 	60	3737	2020	C46 H116 N8 Si12 U2 2-,2(C18 H36 K1 N2 O6 1+),C6 H14	bis((4,7,13,16,21,24-hexaoxa-1,10-diazabicyclo[8.8.8]hexacosane)-potassium) (mu-4,4'-bipyridinyl)-hexakis(bis(trimethylsilyl)amido)-di-uranium(iii) hexane solvate				dark red			P-1	2	12.9283	14.3016	18.8743	77.459	70.514	77.322	3170.133	12.9283	14.3016	18.8743	77.459	70.514	77.322	3170.133	3170.133	3	1.0	0.5		plate			3.69	140	1.316	1.316	3				AKIYOL	0	20210115	20210215	0	0	0	198	3	3			"CCDC: CCDC 2021935 "DOI: 10.1002/anie.202013473	"TEMP: 140 K	"COLOR: dark red "HABIT: plate	
AKUTOR	C.Hermans, Weifeng Rong, T.P.Spaniol, Jun Okuda	Dalton Trans. 	45	8127	2016	C46 H70 Fe1 La1 N1 O2 S2 Si2,C6 H14	(1,1'-bis(((3,5-di-t-butyl-2-oxidophenyl)methyl)sulfanediyl)ferrocene)-(bis(trimethylsilyl)amido)-lanthanum hexane solvate				yellow		Air-sensitive, Moisture-sensitive	P21/c	14	10.0044	29.326	19.169	90.0	92.678	90.0	5617.832	10.0044	19.169	29.326	90.0	90.0	92.678	5617.832	1404.458	2	4.0	1.0	hexane	block			4.23	100	1.265	1.265	3				AKUTOR	0	20160418	20160510	0	0	0	163	3	3			"CCDC: CCDC 1405026 "DOI: 10.1039/C6DT00272B	"TEMP: 100 K	"COLOR: yellow "HABIT: block "SOURCE-CHEM: hexane "SENS: Air-sensitive, Moisture-sensitive	
ALEXOG	B.M.Mbaning, B.L.Ndjakou, F.M.Talontsi, Alain Meli Lannang, B.Dittrich, S.A.Ngouela, E.Tsamo, N.Sewald, H.Laatsch	Z.Naturforsch.,B:Chem.Sci. 	71	87	2016	C35 H40 O12,0.08(C6 H14)	4,5,8-triacetoxy-2-hydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.0$1,6!]dodecane-7,12-diyl dibenzoate hexane solvate	Salaterpene E1 hexane solvate	Salacia longipes var. camerunensis		colorless	absolute configuration		P21	4	15.8248	28.268	7.9828	90.0	90.0129	90.0	3570.989	7.9828	15.8248	28.268	90.0	90.0	90.0129	3570.989	892.74725	2	4.0	2.0		block			3.49	100	1.227	1.226	3		absolute configuration; twin		ALEXOG	0	20160419	20160428	0	0	0	151	3	3			"CCDC: CCDC 988230 "DOI: 10.1515/znb-2015-0106	"TEMP: 100 K "ABS-CONFIG: absolute configuration "OTHER-DIFF: twin	"COLOR: colorless "HABIT: block "SOURCE-NAT: Salacia longipes var. camerunensis	
ANUDUJ	S.Pfirrmann, C.Limberg, C.Herwig, C.Knispel, B.Braun, E.Bill, R.Stosser	J.Am.Chem.Soc. 	132	13684	2010	2(K1 1+),C58 H86 N4 Ni3 2-,C6 H14	di-potassium tetrakis(mu!2$-hydrido)-bis(N,N'-bis(2,6-diisopropylphenyl)pentane-2,4-diiminato)-nickel(ii)-di-nickel(i) hexane solvate							C2/m	12	15.9902	19.8449	12.4857	90.0	124.252	90.0	3274.88	12.4857	12.74271	12.74271	102.2791	110.6793	110.6793	1637.439	1637.44	3	2.0	0.25		plate			3.61	100	1.197	1.196	3			The paper describes a number of bonds involving the K atom which have not been represented in the 2D diagram	Z5830202	938	20110630	20110630	0	0	0	136	3	3			"CCDC: CCDC 768134 "REMARK: The paper describes a number of bonds involving the K atom which have not been represented in the 2D diagram. "DOI: 10.1021/ja106266v	"TEMP: at 100 K	"HABIT: plate	
APIHUE	T.Chlupaty, Z.Padelkova, F.DeProft, R.Willem, A.Ruzicka	Organometallics 	31	2203	2012	C42 H64 N6 Si4 Sn1,C6 H14	bis(1,2-bis(4-methylphenyl)-3,3-bis(trimethylsilyl)guanidinato)-tin(ii) n-hexane solvate				colorless			P21/c	14	12.496	27.177	15.627	90.0	95.929	90.0	5278.6	12.496	15.627	27.177	90.0	90.0	95.929	5278.6	1319.65	2	4.0	1.0		needle			4.23	150	1.221	1.221	3				APIHUE	0	20160621	20160715	0	0	0	130	3	3			"CCDC: CCDC 847159 "DOI: 10.1021/om201118m	"TEMP: 150 K	"COLOR: colorless "HABIT: needle	
APOTEE	M.Schiefer, N.D.Reddy, H.W.Roesky, D.Vidovic	Organometallics 	22	3637	2003	C60 H104 Al4 N4 Si4,C6 H14	tetrakis((N-(2,6-Di-isopropylphenyl)trimethylsilylamino)-aluminium(i)) n-hexane solvate			decomposes at 270 deg.C	pale yellow			P-1	2	13.0801	13.7352	20.8205	83.173	85.513	81.883	3669.643	13.0801	13.7352	20.8205	83.173	85.513	81.883	3669.643	1834.8215	2	2.0	1.0					4.92	133	1.075	1.075	3			Solvent appears to be hexane, not di-isopropyl ether as published	APOTEE	562	20040426	20150609	813511	0	0	137	3	3			"CCDC: CCDC 1103337 "REMARK: Solvent appears to be hexane, not di-isopropyl ether as published "DOI: 10.1021/om0302793	"TEMP: at 133 K	"MP: decomposes at 270 deg.C "COLOR: pale yellow	
ARODUI	Jun-ichi Ito, KanaeSugino, S.Matsushima, H.Sakaguchi, HiroshiIwata, T.Ishihara, H.Nishiyama	Organometallics 	35	1885	2016	C42 H56 Cl4 N6 O2 Rh2,C6 H14	bis(mu-chloro)-dichloro-bis(4-isopropyl-2-(5-((3-isopropylimidazol-2-ylidene-1-yl)methyl)-2,4-dimethylphenyl)-4,5-dihydro-1,3-oxazole)-di-rhodium n-hexane solvate				pale yellow			P21	4	13.9235	13.2104	14.2661	90.0	102.0379	90.0	2566.332	13.2104	13.9235	14.2661	102.0379	90.0	90.0	2566.332	1283.166	2	2.0	1.0		prism			2.3	93	1.437	1.437	3				ARODUI	0	20160726	20160808	0	0	0	215	3	3			"CCDC: CCDC 1496120 "DOI: 10.1021/acs.organomet.6b00239	"TEMP: 93 K	"COLOR: pale yellow "HABIT: prism	
AROXAJ	T.Nishimura, T.Sakurai, H.Shinokubo, Y.Miyake	Dalton Trans. 	50	6343	2021	C72 H60 Fe2 N12 O1,C6 H14	(mu-oxo)-bis(7,17-bis(2,4,6-trimethylphenyl)-2,12,21,22,23,24-hexaazapentacyclo[16.2.1.1$3,6!.1$8,11!.1$13,16!]tetracosa-1(21),2,4,6,8(23),9,11,13,15,17,19-undecaenato)-di-iron hexane solvate				purple			P-1	2	11.8969	13.3055	23.5656	78.38	89.719	65.479	3311.317	11.8969	13.3055	23.5656	78.38	89.719	65.479	3311.317	1655.6585	2	2.0	1.0		prism			3.68	98	1.311	1.311	3				AROXAJ	0	20210422	20210511	0	0	0	143	3	3			"CCDC: CCDC 2071243 "DOI: 10.1039/D1DT00893E	"TEMP: 98 K	"COLOR: purple "HABIT: prism	
ASASIX	Shaoguang Zhang, Wen-Xiong Zhang, Jing Zhao, Zhenfeng Xi	J.Am.Chem.Soc. 	132	14042	2010	C41 H49 N1 Si1 Zr1,0.5(C6 H14)	bis(eta$5!-Cyclopentadienyl)-(5-t-butyl-4-(3-ethyl-1-(4-methylphenyl)hex a-1,3-dien-2-yl)-2,2-dimethyl-3-(4-methylphenyl)-2H-1,2-azasilole)-zirconium hexane solvate							P-1	2	10.347	11.153	18.713	97.37	92.83	109.0	2015.375	10.347	11.153	18.713	97.37	92.83	109.0	2015.375	1007.6875	2	2.0	1.0					4.76	293	1.184	1.183	3		at 293 K		Z7980304	938	20110630	20110630	0	0	0	155	3	3			"CCDC: CCDC 787455 "DOI: 10.1021/ja1074932	"TEMP: at 293 K		
ASATEW	Heng Song, Zhuoyi Yang, Chen-Ho Tung, Wenguang Wang	ACS Catalysis 	10	276	2020	C46 H43 Fe1 O1 P2 S2,0.5(C6 H14)	(2-(diphenylphosphoryl)benzene-1-thiolato)-(eta$5!-pentamethylcyclopentadienyl)-(2-(diphenylphosphanyl)benzene-1-thiolato)-iron(iii) n-hexane solvate							P21/c	14	15.0306	14.4302	20.0912	90.0	106.058	90.0	4187.645	14.4302	15.0306	20.0912	106.058	90.0	90.0	4187.645	1046.91125	2	4.0	1.0		block			5.0	173	1.327	1.327	3				VOQVUV	0	20210423	20210429	0	0	0	134	3	3			"CCDC: CCDC 1944765 "DOI: 10.1021/acscatal.9b03604	"TEMP: 173.0 K	"HABIT: block	
ASOKEB	G.G.Kazakov, N.O.Druzhkov, E.V.Baranov, A.V.Piskunov, V.K.Cherkasov	J.Organomet.Chem. 	946-947	121887	2021	C44 H42 Fe2 Ge1 N2 O6 S2,0.5(C6 H14)	(mu-{1,3-bis[2,6-bis(propan-2-yl)phenyl]-2,2-bis(sulfanyl)-2,3-dihydro-1H-phenanthro[9,10-d][1,3,2]diazagermolato})-(hexacarbonyl)-di-iron hexane solvate	bis(mu-sulfido)-bis(N$9!,N$10!-bis[2,6-di(propan-2-yl)phenyl]phenanthrene-9,10-bis(aminide))-hexacarbonyl-germanium-di-iron hexane solvate			brown			P21/n	14	18.0132	12.8986	19.7595	90.0	95.696	90.0	4568.354	12.8986	18.0132	19.7595	95.696	90.0	90.0	4568.354	1142.0885	2	4.0	1.0		prism			4.88	100	1.434	1.434	3		twin		ASOKEB	0	20210516	20210531	0	0	0	180	3	3			"CCDC: CCDC 2073918 "DOI: 10.1016/j.jorganchem.2021.121887	"TEMP: 100 K "OTHER-DIFF: twin	"COLOR: brown "HABIT: prism	
ASOVOW	F.Fox, J.M.Neudorfl, B.Goldfuss	Beilstein J.Org.Chem. 	15	167	2019	C32 H42 O4 Si1,0.13(C6 H14)	1,1'',3,3,3'',3''-hexamethyl-7'H-dispiro[bicyclo[2.2.1]heptane-2,5'-dibenzo[e,g][1,3,2]dioxasilonine-9',2''-bicyclo[2.2.1]heptane]-7',7'-diol hexane solvate				colorless	absolute configuration		C2	5	29.2834	12.5929	34.1671	90.0	113.885	90.0	11520.533	12.5929	15.93815	31.87945	84.1864	78.6087	66.7306	5760.268	720.0333125	2	16.0	4.0		prism			3.27	100	1.222	1.221	3		absolute configuration		ASOVOW	0	20210517	20210521	0	0	0	143	3	3			"CCDC: CCDC 1833173 "DOI: 10.3762/bjoc.15.17	"TEMP: 100 K "ABS-CONFIG: absolute configuration	"COLOR: colorless "HABIT: prism	
ASUHUT	R.D.Adams, J.Kiprotich, D.V.Peryshkov, Yuen Onn Wong	Inorg.Chem. 	55	8207	2016	C12 H28 B20 O6 Os3 S2,C6 H14	bis(mu-1-methylthio-1,2-dicarba-closo-dodecaborane)-tris(mu-hydrido)-hexacarbonyl-tri-osmium n-hexane solvate				colorless			P21/n	14	12.2286	12.0151	28.33	90.0	97.59	90.0	4125.997	12.0151	12.2286	28.33	97.59	90.0	90.0	4125.997	1031.49925	2	4.0	1.0		plate			3.53	294	1.941	1.941	3		294 K		ASUHUT	0	20160823	20160908	0	0	0	120	3	3			"CCDC: CCDC 1500689 "DOI: 10.1021/acs.inorgchem.6b01403	"TEMP: 294 K	"COLOR: colorless "HABIT: plate	
ATUQIQ	Zhizhou Liu, Wei Gao, Xiaoming Liu, Xuyang Luo, Dongmei Cui, Ying Mu	Organometallics 	30	752	2011	C48 H46 Cl4 Cr3 N4,C6 H14	tetrakis(mu!2$-Chloro)-bis(2,6-bis(2,6-dimethylphenyliminomethyl)phenyl)-tri-chromium n-hexane solvate				purple			C2/c	15	25.3449	12.1107	19.9733	90.0	121.802	90.0	5210.319	12.1107	14.04487	18.14992	75.489	70.5108	64.4599	2605.161	1302.57975	2	4.0	0.5		block			3.98	185	1.355	1.355	3				U1190201	946	20110830	20110830	0	0	0	159	3	3			"CCDC: CCDC 836528 "DOI: 10.1021/om1009236	"TEMP: at 185 K	"COLOR: purple "HABIT: block	
AWAHEO	A.L.Rheingold	CSD Communication(Private Communication) 			2021	C32 H52 Co4 N4 O8,C6 H14	tetrakis(mu-4-[(2-oxidopropyl)imino]pent-2-en-2-olato)-tetra-cobalt(ii) n-hexane solvate				orange			P-1	2	11.3318	14.7074	15.1024	66.858	77.224	77.174	2231.398	11.3318	14.7074	15.1024	66.858	77.224	77.174	2231.398	1115.699	2	2.0	1.0		plate			4.65	90	1.403	1.403	3				AWAHEO	0	20210616	20210705	0	0	0	125	3	3	:Res=1;220,829;Co<4[mu<3-C<5H<4NO<2Me<3-kappa"1N,kappa"4O,O']<4:		"CCDC: CCDC 2090466	"TEMP: 90.2 K	"COLOR: orange "HABIT: plate	
BACWEJ	A.Jana, H.W.Roesky, C.Schulzke, P.P.Samuel, A.Doring	Inorg.Chem. 	49	5554	2010	C58 H82 N4 Pb1,C6 H14	(N,N'-bis(2,6-diisopropylphenyl)-4-iminopent-2-en-2-amino)-(N,N'-bis(2,6-diisopropylphenyl)pent-2-en-2-amino-4-imino-N,N')-lead(ii) hexane solvate				yellow			P212121	19	15.632	17.187	22.73	90.0	90.0	90.0	6106.805	15.632	17.187	22.73	90.0	90.0	90.0	6106.805	1526.70125	2	4.0	1.0		block			4.75	133	1.228	1.229	3				Y3330104	918	20110202	20110202	0	0	0	147	3	3			"CCDC: CCDC 759550 "DOI: 10.1021/ic1003808	"TEMP: at 133 K	"COLOR: yellow "HABIT: block	
BADLEZ	E.V.Banide, C.O'Connor, N.Fortune, Y.Ortin, S.Milosevic, H.Muller-Bunz, M.J.McGlinchey	Org.Biomol.Chem. 	8	3997	2010	C44 H26 F6,0.5(C6 H14)	3-(9H-Fluoren-9-ylidene)-2-(4-(trifluoromethyl)benzylidene)-4-(4-(trifluoromethyl)phenyl)spiro[cyclobutane-1,9'-fluorene] n-hexane solvate	1-(9-Fluorenylidene)-4-(alpha,alpha,alpha-trifluoro-p-tolyl)-2-(alpha,alpha,alpha-trifluoro-p-tolylmethylene)-spiro[cyclobutane-3,9'-[9H]-fluorene] n-hexane solvate		148-150 deg.C	yellow			P-1	2	9.0486	11.2654	18.715	91.991	101.326	109.783	1749.56	9.0486	11.2654	18.715	91.991	101.326	109.783	1749.56	874.78	2	2.0	1.0	dichloromethane/hexane	block			4.49	100	1.351	1.351	3				Y3350401	918	20110202	20110202	0	0	0	146	3	3			"CCDC: CCDC 769734 "DOI: 10.1039/c004868b	"TEMP: at 100 K	"MP: 148-150 deg.C "COLOR: yellow "HABIT: block "SOURCE-CHEM: dichloromethane/hexane	
BADQAA	C.R.Hess, T.Weyhermuller, E.Bill, K.Wieghardt	Inorg.Chem. 	49	5686	2010	C32 H39 Fe1 N4 O3 P1,0.5(C6 H14)	(2,3,9,10-Tetramethyl-1,4,8,11-tetraazacyclotetradeca-2,9-dienato diradical dianion)-(triphenyl phosphito)-iron(ii) n-hexane solvate				black			P-1	2	8.795	9.128	20.81	89.791	89.028	78.168	1634.911	8.795	9.128	20.81	89.791	89.028	78.168	1634.911	817.4555	2	2.0	1.0	hexane	parallelepiped			3.88	100	1.336	1.336	3				Y3360304	918	20110202	20110202	0	0	0	168	3	3			"CCDC: CCDC 788977 "DOI: 10.1021/ic100586h	"TEMP: at 100 K	"COLOR: black "HABIT: parallelepiped "SOURCE-CHEM: hexane	
BAJLII	R.D.Adams, O.-Sung Kwon, M.D.Smith	Inorg.Chem. 	41	5525	2002	C9 H6 Mn2 O6 S3,0.5(C6 H14)	(mu!2$-disulfido)-(mu!2$-thietane)-bis(tricarbonyl-manganese) hexane solvate				orange			P21/c	14	10.008	10.892	16.375	90.0	97.467	90.0	1769.855	10.008	10.892	16.375	90.0	97.467	90.0	1769.855	442.46375	2	4.0	1.0		block			3.8	190	1.724	1.724	3				G8230702	509	20030306	20030306	786014	0	0	121	3	3			"CCDC: CCDC 198274 "DOI: 10.1021/ic020408s	"TEMP: at 190 K	"COLOR: orange "HABIT: block	
BAPQER	Lei Zhang, Guohua Hou, Guofu Zi, Wanjian Ding, M.D.Walter	CSD Communication(Private Communication) 			2017	C58 H68 N2 U1,C6 H14	bis(eta$5!-1,3-di-t-butylcyclopentadienyl)-(6-(4-methylphenyl)-5-(((4-methylphenyl)imino)methyl)-1,4-diphenyl-6-azahex-3-en-1-yne-3,6-diyl)-uranium n-hexane solvate				brown			P-1	2	10.9194	14.2942	18.0576	76.408	88.112	86.399	2733.679	10.9194	14.2942	18.0576	76.408	88.112	86.399	2733.679	1366.8395	2	2.0	1.0		block			4.67	100	1.357	1.357	3				BAPQER	0	20170124	20180309	0	0	0	153	3	3			"CCDC: CCDC 1529312	"TEMP: 100 K	"COLOR: brown "HABIT: block	
BAPYUN	K.Kajiyama, A.Nakamoto, S.Miyazawa, T.K.Miyamoto	Chem.Lett. 	32	332	2003	C33 H36 Ir1 O2 P2 1+,C1 F3 O3 S1 1-,0.5(C6 H14)	(R*,R*)-(Trimethylphosphine)-(eta$5!-pentamethylcyclopentadienyl)-(8-((2H-naphtho(1,8-cd)(1,2)oxaphosphol-2-yl)oxy)naphth-1-yl-C,P)-iridium(iii) trifluoromethanesulfonate hexane solvate				yellow			P-1	2	12.933	13.846	11.434	92.2	95.51	68.025	1889.954	11.434	12.933	13.846	68.025	87.8	84.49	1889.954	944.977	3	2.0	1.0	hexane/chloroform	prismatic			3.0	296	1.601	1.601	3		at 296.1 K		H4851002	532	20030924	20030924	816694	0	0	187	3	3			"CCDC: CCDC 211572 "DOI: 10.1246/cl.2003.332	"TEMP: at 296.1 K	"COLOR: yellow "HABIT: prismatic "SOURCE-CHEM: hexane/chloroform	
BAXPOH	K.D.Kumar, A.S.Filatov, M.Napier, Jinyu Sun, E.V.Dikarev, M.A.Petrukhina	Inorg.Chem. 	51	4855	2012	C46 H48 O18 Rh2,C6 H14	tetrakis(mu!2$-4-(ethoxycarbonyl)benzoato)-diacetone-di-rhodium n-hexane solvate				blue			P21/n	14	9.8635	13.1392	20.333	90.0	94.94	90.0	2625.338	9.8635	13.1392	20.333	90.0	94.94	90.0	2625.338	1312.669	2	2.0	0.5		needle			2.79	100	1.494	1.494	3				O3551801	980	20120821	20120821	0	0	0	140	3	3			"CCDC: CCDC 883358 "DOI: 10.1021/ic300382j	"TEMP: at 100 K	"COLOR: blue "HABIT: needle	
BAZRAX	R.E.Mulvey, D.R.Armstrong, B.Conway, E.Crosbie, A.R.Kennedy, S.D.Robertson	Inorg.Chem. 	50	12241	2011	C34 H62 Al1 Li1 N2 O2,0.5(C6 H14)	(mu!2$-2-(Di-isopropylcarbamoyl)phenyl)-(mu!2$-2,2,6,6-tetramethylpiperidinyl)-di-isobutyl-tetrahydrofuran-aluminium-lithium n-hexane solvate				colorless			P21/c	14	11.4941	19.1867	17.9794	90.0	106.101	90.0	3809.534	11.4941	17.9794	19.1867	90.0	90.0	106.101	3809.534	952.3835	2	4.0	1.0		block			4.09	123	1.06	1.06	3				O3580904	980	20120821	20120821	0	0	0	200	3	3			"CCDC: CCDC 815744 "DOI: 10.1021/ic200562h	"TEMP: at 123 K	"COLOR: colorless "HABIT: block	
BEJVUJ	Hsiao-Li Chen, S.Dutta, Pei-Ying Huang, Chu-Chieh Lin	Organometallics 	31	2016	2012	C60 H72 Al2 N2 O2,C6 H14	(mu!2$-1,2-bis((2-Oxido-3,5-bis(2-phenylpropan-2-yl)benzylidene)amino)cyclohexane)-tetramethyl-di-aluminium n-hexane solvate				yellow		air- and moisture-sensitive	P-1	2	12.1106	13.2675	19.3795	79.073	77.391	86.618	2983.151	12.1106	13.2675	19.3795	79.073	77.391	86.618	2983.151	1491.5755	2	2.0	1.0		rectangular			4.88	110	1.106	1.106	3				O6021401	993	20130201	20130201	0	0	0	178	3	3			"CCDC: CCDC 816911 "DOI: 10.1021/om201281w	"TEMP: at 110 K	"COLOR: yellow "HABIT: rectangular "SENS: air- and moisture-sensitive	
BEJWEU	Hsiao-Li Chen, S.Dutta, Pei-Ying Huang, Chu-Chieh Lin	Organometallics 	31	2016	2012	C64 H63 Al1 N2 O3,0.5(C6 H14)	(1-((2-Oxido-3,5-bis(2-phenylpropan-2-yl)benzylidene)amino)-2-((2-oxido-3,5-bis(2-phenylpropan-2-yl)benzylidene)aminomethyl)benzene)-(phenylmethanolato)-aluminium n-hexane solvate				colorless			P-1	2	12.6013	12.8198	17.4515	94.712	105.049	97.372	2680.337	12.6013	12.8198	17.4515	94.712	105.049	97.372	2680.337	1340.1685	2	2.0	1.0		parallelepiped			4.54	110	1.212	1.212	3				O6021403	993	20130201	20130201	0	0	0	171	3	3			"CCDC: CCDC 909060 "DOI: 10.1021/om201281w	"TEMP: at 110 K	"COLOR: colorless "HABIT: parallelepiped	
BEJWOE	K.Kubo, T.Kawanaka, M.Tomioka, T.Mizuta	Organometallics 	31	2026	2012	C34 H38 B1 Fe1 O2 P1,0.25(C6 H14)	(eta$5!-Cyclopentadienyl)-dicarbonyl-((dimesitylboryl)(mesityl)phosphino)-iron n-hexane solvate				deep red			P-1	2	11.6059	12.6911	21.79	86.175	80.838	86.113	3156.152	11.6059	12.6911	21.79	86.175	80.838	86.113	3156.152	789.038	2	4.0	2.0		plate			3.69	173	1.258	1.258	3				O6021502	993	20130201	20130201	0	0	0	106	3	3			"CCDC: CCDC 909062 "DOI: 10.1021/om201287s	"TEMP: at 173 K	"COLOR: deep red "HABIT: plate	
